starttime	seconds	ctime	dtime	ttime	wait
Thu Aug 06 21:58:20 2015	1438887500	49	3	52	0
Thu Aug 06 21:58:12 2015	1438887492	51	1	52	0
Thu Aug 06 21:58:08 2015	1438887488	46	6	52	0
Thu Aug 06 21:58:12 2015	1438887492	51	1	52	0
Thu Aug 06 21:58:06 2015	1438887486	52	0	52	0
Thu Aug 06 21:58:22 2015	1438887502	49	3	52	0
Thu Aug 06 21:58:12 2015	1438887492	51	1	52	0
Thu Aug 06 21:58:22 2015	1438887502	49	3	52	0
Thu Aug 06 21:58:22 2015	1438887502	51	1	52	0
Thu Aug 06 21:58:10 2015	1438887490	51	1	52	0
Thu Aug 06 21:58:12 2015	1438887492	51	1	52	0
Thu Aug 06 21:58:12 2015	1438887492	52	0	52	0
Thu Aug 06 21:58:12 2015	1438887492	52	0	52	0
Thu Aug 06 21:58:22 2015	1438887502	51	1	52	0
Thu Aug 06 21:58:22 2015	1438887502	52	0	52	0
Thu Aug 06 21:58:22 2015	1438887502	51	1	52	0
Thu Aug 06 21:58:22 2015	1438887502	51	1	52	0
Thu Aug 06 21:58:07 2015	1438887487	52	0	52	0
Thu Aug 06 21:58:22 2015	1438887502	51	1	52	0
Thu Aug 06 21:58:05 2015	1438887485	49	3	52	0
Thu Aug 06 21:58:10 2015	1438887490	51	1	52	0
Thu Aug 06 21:58:22 2015	1438887502	52	0	52	0
Thu Aug 06 21:58:09 2015	1438887489	50	2	52	0
Thu Aug 06 21:58:10 2015	1438887490	51	1	52	0
Thu Aug 06 21:58:06 2015	1438887486	52	1	52	0
Thu Aug 06 21:58:09 2015	1438887489	52	0	52	0
Thu Aug 06 21:58:04 2015	1438887484	52	0	52	0
Thu Aug 06 21:58:09 2015	1438887489	52	0	52	0
Thu Aug 06 21:58:22 2015	1438887502	50	3	52	0
Thu Aug 06 21:58:06 2015	1438887486	43	9	52	0
Thu Aug 06 21:58:22 2015	1438887502	51	1	53	0
Thu Aug 06 21:58:08 2015	1438887488	52	0	53	0
Thu Aug 06 21:58:16 2015	1438887496	52	0	53	0
Thu Aug 06 21:58:08 2015	1438887488	33	20	53	0
Thu Aug 06 21:58:09 2015	1438887489	52	0	53	0
Thu Aug 06 21:58:09 2015	1438887489	53	0	53	0
Thu Aug 06 21:58:09 2015	1438887489	53	0	53	0
Thu Aug 06 21:58:16 2015	1438887496	52	1	53	0
Thu Aug 06 21:58:09 2015	1438887489	53	0	53	0
Thu Aug 06 21:58:05 2015	1438887485	53	0	53	0
Thu Aug 06 21:58:22 2015	1438887502	53	0	53	0
Thu Aug 06 21:58:09 2015	1438887489	52	0	53	0
Thu Aug 06 21:58:09 2015	1438887489	52	0	53	0
Thu Aug 06 21:58:07 2015	1438887487	37	16	53	0
Thu Aug 06 21:58:09 2015	1438887489	52	1	53	0
Thu Aug 06 21:58:12 2015	1438887492	52	1	53	0
Thu Aug 06 21:58:06 2015	1438887486	53	0	53	0
Thu Aug 06 21:58:16 2015	1438887496	52	1	53	0
Thu Aug 06 21:58:13 2015	1438887493	53	0	53	0
Thu Aug 06 21:58:10 2015	1438887490	52	1	53	0
Thu Aug 06 21:58:13 2015	1438887493	52	1	53	0
Thu Aug 06 21:58:06 2015	1438887486	52	1	53	0
Thu Aug 06 21:58:13 2015	1438887493	52	1	53	0
Thu Aug 06 21:58:04 2015	1438887484	53	1	53	0
Thu Aug 06 21:58:08 2015	1438887488	53	0	53	0
Thu Aug 06 21:58:06 2015	1438887486	53	1	53	0
Thu Aug 06 21:58:11 2015	1438887491	53	0	53	0
Thu Aug 06 21:58:09 2015	1438887489	53	0	54	0
Thu Aug 06 21:58:05 2015	1438887485	50	4	54	0
Thu Aug 06 21:58:16 2015	1438887496	52	2	54	0
Thu Aug 06 21:58:09 2015	1438887489	53	0	54	0
Thu Aug 06 21:58:10 2015	1438887490	43	11	54	0
Thu Aug 06 21:58:07 2015	1438887487	54	0	54	0
Thu Aug 06 21:58:05 2015	1438887485	54	0	54	0
Thu Aug 06 21:58:08 2015	1438887488	53	1	54	0
Thu Aug 06 21:58:09 2015	1438887489	54	0	54	0
Thu Aug 06 21:58:17 2015	1438887497	52	2	54	0
Thu Aug 06 21:58:09 2015	1438887489	53	1	54	0
Thu Aug 06 21:58:16 2015	1438887496	54	0	54	0
Thu Aug 06 21:58:09 2015	1438887489	54	0	54	0
Thu Aug 06 21:58:06 2015	1438887486	53	1	54	0
Thu Aug 06 21:58:08 2015	1438887488	54	1	54	0
Thu Aug 06 21:58:07 2015	1438887487	50	5	54	0
Thu Aug 06 21:58:09 2015	1438887489	54	0	54	0
Thu Aug 06 21:58:08 2015	1438887488	54	1	54	0
Thu Aug 06 21:58:16 2015	1438887496	52	2	55	0
Thu Aug 06 21:58:10 2015	1438887490	54	1	55	0
Thu Aug 06 21:58:09 2015	1438887489	54	0	55	0
Thu Aug 06 21:58:16 2015	1438887496	54	1	55	0
Thu Aug 06 21:58:11 2015	1438887491	51	4	55	0
Thu Aug 06 21:58:13 2015	1438887493	54	1	55	0
Thu Aug 06 21:58:16 2015	1438887496	52	2	55	0
Thu Aug 06 21:58:11 2015	1438887491	53	1	55	0
Thu Aug 06 21:58:11 2015	1438887491	54	0	55	0
Thu Aug 06 21:58:08 2015	1438887488	53	1	55	0
Thu Aug 06 21:58:16 2015	1438887496	54	1	55	0
Thu Aug 06 21:58:16 2015	1438887496	53	2	55	0
Thu Aug 06 21:58:07 2015	1438887487	51	4	55	0
Thu Aug 06 21:58:09 2015	1438887489	54	1	55	0
Thu Aug 06 21:58:05 2015	1438887485	44	11	55	0
Thu Aug 06 21:58:04 2015	1438887484	55	0	55	0
Thu Aug 06 21:58:06 2015	1438887486	54	1	55	0
Thu Aug 06 21:58:06 2015	1438887486	54	2	55	0
Thu Aug 06 21:58:16 2015	1438887496	54	2	55	0
Thu Aug 06 21:58:08 2015	1438887488	55	1	55	0
Thu Aug 06 21:58:11 2015	1438887491	55	1	55	0
Thu Aug 06 21:58:06 2015	1438887486	55	1	56	0
Thu Aug 06 21:58:22 2015	1438887502	55	0	56	0
Thu Aug 06 21:58:05 2015	1438887485	50	6	56	0
Thu Aug 06 21:58:04 2015	1438887484	55	0	56	0
Thu Aug 06 21:58:09 2015	1438887489	54	1	56	0
Thu Aug 06 21:58:16 2015	1438887496	53	3	56	0
Thu Aug 06 21:58:14 2015	1438887494	54	1	56	0
Thu Aug 06 21:58:16 2015	1438887496	54	2	56	0
Thu Aug 06 21:58:09 2015	1438887489	54	1	56	0
Thu Aug 06 21:58:06 2015	1438887486	55	1	56	0
Thu Aug 06 21:58:10 2015	1438887490	46	10	56	0
Thu Aug 06 21:58:16 2015	1438887496	54	2	56	0
Thu Aug 06 21:58:09 2015	1438887489	54	2	56	0
Thu Aug 06 21:58:16 2015	1438887496	54	2	56	0
Thu Aug 06 21:58:06 2015	1438887486	55	2	56	0
Thu Aug 06 21:58:04 2015	1438887484	56	0	56	0
Thu Aug 06 21:58:09 2015	1438887489	54	2	56	0
Thu Aug 06 21:58:16 2015	1438887496	52	5	56	0
Thu Aug 06 21:58:05 2015	1438887485	55	2	56	0
Thu Aug 06 21:58:16 2015	1438887496	56	0	56	0
Thu Aug 06 21:58:06 2015	1438887486	56	1	56	0
Thu Aug 06 21:58:09 2015	1438887489	54	2	56	0
Thu Aug 06 21:58:06 2015	1438887486	56	1	57	0
Thu Aug 06 21:58:04 2015	1438887484	57	0	57	0
Thu Aug 06 21:58:08 2015	1438887488	56	0	57	0
Thu Aug 06 21:58:07 2015	1438887487	48	9	57	0
Thu Aug 06 21:58:08 2015	1438887488	56	0	57	0
Thu Aug 06 21:58:16 2015	1438887496	52	5	57	0
Thu Aug 06 21:58:16 2015	1438887496	56	0	57	0
Thu Aug 06 21:58:05 2015	1438887485	57	0	57	0
Thu Aug 06 21:58:07 2015	1438887487	57	0	57	0
Thu Aug 06 21:58:16 2015	1438887496	56	1	57	0
Thu Aug 06 21:58:22 2015	1438887502	57	0	57	0
Thu Aug 06 21:58:07 2015	1438887487	48	9	57	0
Thu Aug 06 21:58:05 2015	1438887485	55	2	57	0
Thu Aug 06 21:58:08 2015	1438887488	56	1	57	0
Thu Aug 06 21:58:05 2015	1438887485	57	0	57	0
Thu Aug 06 21:58:05 2015	1438887485	57	0	57	0
Thu Aug 06 21:58:08 2015	1438887488	57	0	57	0
Thu Aug 06 21:58:12 2015	1438887492	57	1	57	0
Thu Aug 06 21:58:04 2015	1438887484	57	0	57	0
Thu Aug 06 21:58:16 2015	1438887496	52	6	57	0
Thu Aug 06 21:58:05 2015	1438887485	55	3	57	0
Thu Aug 06 21:58:05 2015	1438887485	50	8	57	0
Thu Aug 06 21:58:13 2015	1438887493	57	1	57	0
Thu Aug 06 21:58:16 2015	1438887496	52	6	57	0
Thu Aug 06 21:58:08 2015	1438887488	57	1	57	0
Thu Aug 06 21:58:12 2015	1438887492	57	1	57	0
Thu Aug 06 21:58:05 2015	1438887485	57	0	57	0
Thu Aug 06 21:58:16 2015	1438887496	52	6	58	0
Thu Aug 06 21:58:13 2015	1438887493	57	1	58	0
Thu Aug 06 21:58:06 2015	1438887486	54	4	58	0
Thu Aug 06 21:58:18 2015	1438887498	57	0	58	0
Thu Aug 06 21:58:11 2015	1438887491	52	6	58	0
Thu Aug 06 21:58:10 2015	1438887490	57	1	58	0
Thu Aug 06 21:58:12 2015	1438887492	57	1	58	0
Thu Aug 06 21:58:16 2015	1438887496	52	7	58	0
Thu Aug 06 21:58:05 2015	1438887485	57	1	58	0
Thu Aug 06 21:58:05 2015	1438887485	58	0	58	0
Thu Aug 06 21:58:11 2015	1438887491	58	1	58	0
Thu Aug 06 21:58:12 2015	1438887492	57	2	58	0
Thu Aug 06 21:58:18 2015	1438887498	57	1	59	0
Thu Aug 06 21:58:21 2015	1438887501	50	9	59	0
Thu Aug 06 21:58:18 2015	1438887498	58	0	59	0
Thu Aug 06 21:58:03 2015	1438887483	58	0	59	0
Thu Aug 06 21:58:12 2015	1438887492	57	2	59	0
Thu Aug 06 21:58:03 2015	1438887483	58	0	59	0
Thu Aug 06 21:58:03 2015	1438887483	59	0	59	0
Thu Aug 06 21:58:12 2015	1438887492	57	2	59	0
Thu Aug 06 21:58:06 2015	1438887486	58	1	59	0
Thu Aug 06 21:58:18 2015	1438887498	58	0	59	0
Thu Aug 06 21:58:21 2015	1438887501	59	0	59	0
Thu Aug 06 21:58:11 2015	1438887491	54	5	59	0
Thu Aug 06 21:58:12 2015	1438887492	59	0	59	0
Thu Aug 06 21:58:12 2015	1438887492	57	2	59	0
Thu Aug 06 21:58:03 2015	1438887483	59	0	59	0
Thu Aug 06 21:58:10 2015	1438887490	59	0	59	0
Thu Aug 06 21:58:18 2015	1438887498	58	1	59	0
Thu Aug 06 21:58:06 2015	1438887486	59	0	59	0
Thu Aug 06 21:58:12 2015	1438887492	57	3	59	0
Thu Aug 06 21:58:18 2015	1438887498	59	1	59	0
Thu Aug 06 21:58:05 2015	1438887485	59	0	59	0
Thu Aug 06 21:58:10 2015	1438887490	48	11	60	0
Thu Aug 06 21:58:05 2015	1438887485	59	1	60	0
Thu Aug 06 21:58:09 2015	1438887489	60	0	60	0
Thu Aug 06 21:58:18 2015	1438887498	58	2	60	0
Thu Aug 06 21:58:18 2015	1438887498	59	1	60	0
Thu Aug 06 21:58:04 2015	1438887484	60	0	60	0
Thu Aug 06 21:58:13 2015	1438887493	60	0	60	0
Thu Aug 06 21:58:09 2015	1438887489	60	0	60	0
Thu Aug 06 21:58:09 2015	1438887489	60	0	60	0
Thu Aug 06 21:58:18 2015	1438887498	58	1	60	0
Thu Aug 06 21:58:06 2015	1438887486	52	8	60	0
Thu Aug 06 21:58:10 2015	1438887490	48	12	60	0
Thu Aug 06 21:58:04 2015	1438887484	60	0	60	0
Thu Aug 06 21:58:09 2015	1438887489	60	0	60	0
Thu Aug 06 21:58:09 2015	1438887489	60	0	60	0
Thu Aug 06 21:58:10 2015	1438887490	48	12	60	0
Thu Aug 06 21:58:13 2015	1438887493	60	0	60	0
Thu Aug 06 21:58:10 2015	1438887490	58	2	61	0
Thu Aug 06 21:58:18 2015	1438887498	58	2	61	0
Thu Aug 06 21:58:09 2015	1438887489	61	0	61	0
Thu Aug 06 21:58:09 2015	1438887489	55	6	61	0
Thu Aug 06 21:58:05 2015	1438887485	59	2	61	0
Thu Aug 06 21:58:17 2015	1438887497	60	1	61	0
Thu Aug 06 21:58:10 2015	1438887490	48	13	61	0
Thu Aug 06 21:58:09 2015	1438887489	58	3	61	0
Thu Aug 06 21:58:11 2015	1438887491	59	2	61	0
Thu Aug 06 21:58:12 2015	1438887492	59	2	61	0
Thu Aug 06 21:58:21 2015	1438887501	61	0	61	0
Thu Aug 06 21:58:10 2015	1438887490	46	16	62	0
Thu Aug 06 21:58:09 2015	1438887489	60	2	62	0
Thu Aug 06 21:58:16 2015	1438887496	61	0	62	0
Thu Aug 06 21:58:15 2015	1438887495	62	0	62	0
Thu Aug 06 21:58:16 2015	1438887496	61	1	62	0
Thu Aug 06 21:58:10 2015	1438887490	58	5	62	0
Thu Aug 06 21:58:14 2015	1438887494	62	0	63	0
Thu Aug 06 21:58:13 2015	1438887493	62	1	63	0
Thu Aug 06 21:58:05 2015	1438887485	61	2	63	0
Thu Aug 06 21:58:06 2015	1438887486	63	0	63	0
Thu Aug 06 21:58:12 2015	1438887492	59	4	63	0
Thu Aug 06 21:58:05 2015	1438887485	61	2	63	0
Thu Aug 06 21:58:18 2015	1438887498	63	1	63	0
Thu Aug 06 21:58:18 2015	1438887498	63	1	63	0
Thu Aug 06 21:58:05 2015	1438887485	63	0	63	0
Thu Aug 06 21:58:05 2015	1438887485	63	0	63	0
Thu Aug 06 21:58:05 2015	1438887485	63	0	63	0
Thu Aug 06 21:58:18 2015	1438887498	63	1	63	0
Thu Aug 06 21:58:18 2015	1438887498	63	1	63	0
Thu Aug 06 21:58:13 2015	1438887493	63	0	63	0
Thu Aug 06 21:58:18 2015	1438887498	63	1	63	0
Thu Aug 06 21:58:18 2015	1438887498	63	1	63	0
Thu Aug 06 21:58:18 2015	1438887498	63	0	63	0
Thu Aug 06 21:58:13 2015	1438887493	63	0	63	0
Thu Aug 06 21:58:18 2015	1438887498	63	1	64	0
Thu Aug 06 21:58:18 2015	1438887498	63	1	64	0
Thu Aug 06 21:58:18 2015	1438887498	64	0	64	0
Thu Aug 06 21:58:18 2015	1438887498	64	0	64	0
Thu Aug 06 21:58:13 2015	1438887493	63	1	64	0
Thu Aug 06 21:58:11 2015	1438887491	63	1	64	0
Thu Aug 06 21:58:05 2015	1438887485	64	0	64	0
Thu Aug 06 21:58:13 2015	1438887493	63	2	64	0
Thu Aug 06 21:58:13 2015	1438887493	62	3	64	0
Thu Aug 06 21:58:11 2015	1438887491	64	0	64	0
Thu Aug 06 21:58:17 2015	1438887497	64	0	65	0
Thu Aug 06 21:58:13 2015	1438887493	63	2	65	0
Thu Aug 06 21:58:17 2015	1438887497	65	0	65	0
Thu Aug 06 21:58:17 2015	1438887497	65	0	65	0
Thu Aug 06 21:58:04 2015	1438887484	65	0	65	0
Thu Aug 06 21:58:18 2015	1438887498	63	2	65	0
Thu Aug 06 21:58:18 2015	1438887498	63	2	65	0
Thu Aug 06 21:58:13 2015	1438887493	63	2	65	0
Thu Aug 06 21:58:18 2015	1438887498	65	0	65	0
Thu Aug 06 21:58:13 2015	1438887493	63	2	65	0
Thu Aug 06 21:58:18 2015	1438887498	65	0	65	0
Thu Aug 06 21:58:11 2015	1438887491	64	1	65	0
Thu Aug 06 21:58:06 2015	1438887486	63	2	65	0
Thu Aug 06 21:58:18 2015	1438887498	65	0	65	0
Thu Aug 06 21:58:06 2015	1438887486	63	2	65	0
Thu Aug 06 21:58:18 2015	1438887498	65	0	65	0
Thu Aug 06 21:58:18 2015	1438887498	65	0	65	0
Thu Aug 06 21:58:06 2015	1438887486	63	3	65	0
Thu Aug 06 21:58:18 2015	1438887498	65	0	65	0
Thu Aug 06 21:58:08 2015	1438887488	65	0	65	0
Thu Aug 06 21:58:12 2015	1438887492	65	0	66	0
Thu Aug 06 21:58:18 2015	1438887498	65	0	66	0
Thu Aug 06 21:58:14 2015	1438887494	66	0	66	0
Thu Aug 06 21:58:16 2015	1438887496	61	4	66	0
Thu Aug 06 21:58:12 2015	1438887492	65	1	66	0
Thu Aug 06 21:58:08 2015	1438887488	66	0	66	0
Thu Aug 06 21:58:05 2015	1438887485	66	0	66	0
Thu Aug 06 21:58:05 2015	1438887485	65	0	66	0
Thu Aug 06 21:58:05 2015	1438887485	66	0	66	0
Thu Aug 06 21:58:11 2015	1438887491	64	2	66	0
Thu Aug 06 21:58:05 2015	1438887485	66	0	66	0
Thu Aug 06 21:58:05 2015	1438887485	66	0	66	0
Thu Aug 06 21:58:05 2015	1438887485	66	0	66	0
Thu Aug 06 21:58:12 2015	1438887492	66	1	66	0
Thu Aug 06 21:58:08 2015	1438887488	66	1	66	0
Thu Aug 06 21:58:14 2015	1438887494	66	0	67	0
Thu Aug 06 21:58:08 2015	1438887488	64	3	67	0
Thu Aug 06 21:58:08 2015	1438887488	67	0	67	0
Thu Aug 06 21:58:07 2015	1438887487	66	1	67	0
Thu Aug 06 21:58:12 2015	1438887492	67	0	67	0
Thu Aug 06 21:58:11 2015	1438887491	51	16	67	0
Thu Aug 06 21:58:11 2015	1438887491	67	0	67	0
Thu Aug 06 21:58:08 2015	1438887488	66	1	67	0
Thu Aug 06 21:58:05 2015	1438887485	67	0	67	0
Thu Aug 06 21:58:08 2015	1438887488	66	1	67	0
Thu Aug 06 21:58:10 2015	1438887490	50	17	67	0
Thu Aug 06 21:58:08 2015	1438887488	67	1	68	0
Thu Aug 06 21:58:10 2015	1438887490	50	18	68	0
Thu Aug 06 21:58:03 2015	1438887483	68	0	68	0
Thu Aug 06 21:58:03 2015	1438887483	67	1	68	0
Thu Aug 06 21:58:09 2015	1438887489	68	0	68	0
Thu Aug 06 21:58:11 2015	1438887491	67	1	68	0
Thu Aug 06 21:58:08 2015	1438887488	67	1	68	0
Thu Aug 06 21:58:14 2015	1438887494	68	0	68	0
Thu Aug 06 21:58:03 2015	1438887483	68	0	68	0
Thu Aug 06 21:58:14 2015	1438887494	66	2	68	0
Thu Aug 06 21:58:14 2015	1438887494	68	0	69	0
Thu Aug 06 21:58:14 2015	1438887494	66	2	69	0
Thu Aug 06 21:58:14 2015	1438887494	66	2	69	0
Thu Aug 06 21:58:14 2015	1438887494	68	0	69	0
Thu Aug 06 21:58:14 2015	1438887494	68	0	69	0
Thu Aug 06 21:58:08 2015	1438887488	67	2	69	0
Thu Aug 06 21:58:08 2015	1438887488	67	2	69	0
Thu Aug 06 21:58:08 2015	1438887488	66	3	69	0
Thu Aug 06 21:58:08 2015	1438887488	67	2	69	0
Thu Aug 06 21:58:08 2015	1438887488	67	3	69	0
Thu Aug 06 21:58:16 2015	1438887496	67	2	70	0
Thu Aug 06 21:58:03 2015	1438887483	69	0	70	0
Thu Aug 06 21:58:15 2015	1438887495	70	0	70	0
Thu Aug 06 21:58:05 2015	1438887485	67	4	70	0
Thu Aug 06 21:58:05 2015	1438887485	68	2	70	0
Thu Aug 06 21:58:09 2015	1438887489	65	6	70	0
Thu Aug 06 21:58:15 2015	1438887495	70	1	70	0
Thu Aug 06 21:58:15 2015	1438887495	70	0	70	0
Thu Aug 06 21:58:08 2015	1438887488	70	0	71	0
Thu Aug 06 21:58:04 2015	1438887484	70	0	71	0
Thu Aug 06 21:58:15 2015	1438887495	70	0	71	0
Thu Aug 06 21:58:03 2015	1438887483	70	0	71	0
Thu Aug 06 21:58:08 2015	1438887488	71	0	71	0
Thu Aug 06 21:58:05 2015	1438887485	70	0	71	0
Thu Aug 06 21:58:15 2015	1438887495	70	1	71	0
Thu Aug 06 21:58:15 2015	1438887495	70	0	71	0
Thu Aug 06 21:58:15 2015	1438887495	71	0	71	0
Thu Aug 06 21:58:05 2015	1438887485	70	1	71	0
Thu Aug 06 21:58:15 2015	1438887495	70	1	71	0
Thu Aug 06 21:58:10 2015	1438887490	70	1	71	0
Thu Aug 06 21:58:08 2015	1438887488	39	33	71	0
Thu Aug 06 21:58:15 2015	1438887495	71	1	72	0
Thu Aug 06 21:58:05 2015	1438887485	71	0	72	0
Thu Aug 06 21:58:03 2015	1438887483	70	1	72	0
Thu Aug 06 21:58:15 2015	1438887495	71	0	72	0
Thu Aug 06 21:58:13 2015	1438887493	71	1	72	0
Thu Aug 06 21:58:04 2015	1438887484	72	0	72	0
Thu Aug 06 21:58:10 2015	1438887490	72	0	72	0
Thu Aug 06 21:58:10 2015	1438887490	72	0	72	0
Thu Aug 06 21:58:10 2015	1438887490	72	0	72	0
Thu Aug 06 21:58:09 2015	1438887489	66	6	72	0
Thu Aug 06 21:58:10 2015	1438887490	72	0	72	0
Thu Aug 06 21:58:10 2015	1438887490	72	0	73	0
Thu Aug 06 21:58:10 2015	1438887490	73	0	73	0
Thu Aug 06 21:58:13 2015	1438887493	73	0	73	0
Thu Aug 06 21:58:04 2015	1438887484	73	0	73	0
Thu Aug 06 21:58:10 2015	1438887490	73	0	73	0
Thu Aug 06 21:58:10 2015	1438887490	73	0	73	0
Thu Aug 06 21:58:10 2015	1438887490	73	1	73	0
Thu Aug 06 21:58:22 2015	1438887502	73	1	73	0
Thu Aug 06 21:58:10 2015	1438887490	72	1	73	0
Thu Aug 06 21:58:10 2015	1438887490	73	1	73	0
